"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9781512803327";"https://www.jstor.org/stable/236021?seq=1#page_scan_tab_contents";"(Book Review) The Age of Minerva by Paul Ilie";""
"9781614273547";"https://mises.org/library/human-action-0";"Human Action"
"9781614273547";"https://mises.org/library/human-action-treatise-economics-0";"(Audiobook) Human Action"
"9781614273547";"https://www.youtube.com/view_play_list?p=ED883527337E557B";"(Audiobook) Human Action"
"9781614273547";"https://mises.org/library/study-guide-human-action-treatise-economics";"Study Guide to Human Action: A Treatise on Economics"
"9781614273547";"https://www.youtube.com/watch?v=YgMdjfz2QUo";"1. Mises Bootcamp (Action and Praxeology, Method in Praxeology, Methodological Individualism, and Critics of Praxeology) by Robert P. Murphy"
"9781614273547";"https://www.youtube.com/watch?v=e8nZDhFIjps&list=PLALopHfWkFlHwjYbtRJLmhTIN7lFFyAi4&index=3";"2. Mises Bootcamp (Value and Utility, Price Determination, and Factor Pricing) by Lucas M. Engelhardt"
"9781614273547";"https://www.youtube.com/watch?v=lRoHw9qdHMo&list=PLALopHfWkFlHwjYbtRJLmhTIN7lFFyAi4&index=4";"3. Mises Bootcamp (Consumer Sovereignty and the Economy, Role of the Entrepreneur, and Profit and Loss) by Timothy D. Terrell"
"9781614273547";"https://www.youtube.com/watch?v=a0evteqKOQc&list=PLALopHfWkFlHwjYbtRJLmhTIN7lFFyAi4&index=5";"4. Mises Bootcamp (Definition of Interventionism, Mises’s Critique of Interventionism, and offers Examples of Criticism of Intervention) by Ryan McMaken"
"9781614273547";"https://www.youtube.com/watch?v=WfXnFJL9ldk&list=PLALopHfWkFlHwjYbtRJLmhTIN7lFFyAi4&index=5";"5. Mises Bootcamp (History and Origins of Money, Value of Money, Money and Banking, and Money and the State) by Malavika Nair"
"9781614273547";"https://www.youtube.com/watch?v=UpHa4loBNrE&list=PLALopHfWkFlHwjYbtRJLmhTIN7lFFyAi4&index=6";"6. Mises Bootcamp ("What Is a Business Cycle?", the Structure of Production, the Austrian Theory of the Business Cycle, and Depression) by Jonathan Newman"
"9781614273547";"http://www.olavodecarvalho.org/textos/livros.htm";"Livros que fizeram a minha cabeça"
"9781614273547";"http://www.olavodecarvalho.org/convidados/0148.htm";"A função social do dinheiro"
"9781614273547";"http://www.olavodecarvalho.org/convidados/0218.htm";"Entendendo a crise econômica mundial";"Quem quiser se aprofundar no assunto, não pode deixar de ler os clássicos de Mises, The Theory of Money and Credit e Ação Humana, de Hayek, Prices and Production, e de Rothbard, Man, Economy and State e America´s Great Depression. Graças à internet, hoje é possível ter acesso fácil à estudos e informações relevantes sobre a atualidade. Não depender da pasmaceira intelectual da imprensa e da academia brasileira não tem preço. O único problema é que saber inglês é indispensável. Quase todos os livros acima estão disponíveis na página do Mises Institute. Outras fontes excelentes são os artigos diários e os estudos publicados em periódicos especializados disponíveis naquele mesmo website, sobretudo os de William Anderson, Frank Shostak, Gene Callahan e Roger Garrison. Os artigos de Gerald Jackson publicados no site do The New Australian também são excelentes. No Brasil há pouco material, destacando-se o livro Economia e Liberdade do Professor Ubiratan Iorio, que também publica excelentes análises no seu site."
"9781614273547";"http://old.olavodecarvalho.org/textos/borronicas.htm";"Comentários às refutações borrônicas"
"9781933550381";"https://mises.org/library/human-action-0";"Human Action"
"9781933550381";"https://mises.org/library/human-action-treatise-economics-0";"(Audiobook) Human Action"
"9781933550381";"https://mises.org/library/study-guide-human-action-treatise-economics";"Study Guide to Human Action: A Treatise on Economics"
"9780913966631";"https://mises.org/library/socialism-economic-and-sociological-analysis";"Socialism: An Economic and Sociological Analysis (pdf, epub, mobi)"
"9780913966631";"https://oll.libertyfund.org/titles/mises-socialism-an-economic-and-sociological-analysis";"Socialism: An Economic and Sociological Analysis (html)"
"9780913966631";"https://www.jstor.org/stable/1804583?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";"Professor Mises, of the University of Vienna, has recently published a book on socialism which deserves careful reading by friend and foe of the movement. It is a reexamination of the theory of socialism and a clear, vigorous, and convincing restatement of the case for individualism, much in the tone of a Manchester Liberal of the '60s. It is a complete rejection of all forms of collectivism and all comproinises with the forces which, in the opinion of the author, threaten the foundations of existing society. Professor Mises attempts to meet all serious criticisms of capitalism and all arguments for collectivism, with the result that the book covers a surprising number of fields of learning, and, through abundance of references, opens up an interesting literature.##NEWP##The five sections deal with liberalism and socialism, the economic organization of the socialistic society, the doctrine of the inevitableness of socialism, the usual ethical and moral arguments for socialism, and destructionism.##NEWP##Professor Mises rejects socialism on two grounds: first, because it affords no possibility of rational price fixation; second, because there is no possibility of an appropriate organization of production"
"9780913966631";"https://www.jstor.org/stable/2223056?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";"If Liberalism may be called an English idea, Socialism is certainly a German one. The opponents of Marxism in Germany are therefore by no means Liberals. In opposing the Marxian doctrine they condemn Liberalism no less.##NEWP##In these circumstances it is remarkable indeed that Professor Mises of the University of Vienna endeavours in a large work to refute Socialism and to defend Capitalism. In his earlier treatises (Theory of Money, 1912; Nation, State and Economics, 1919) Mises has already proved that he sees things in a different light from that in which the leading official economists see them. He now makes a more severe attack on the Socialist ideal than lhas ever been made before in any German book. In his opinion the fact that a society in which the means of production are owned by private capitalists, is composed of rich as well as of poor, is no argument against the system."
"9780913966631";"https://www.jstor.org/stable/2548660?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";"Part I, " Liberalism and Socialism," covers such subjects as ownership and ideas of property, the policy of contract, problems of married life, prostitution. Part II on the 'Economics of a Socialist Community,' deals with the organisation of production (which touches the key point of the author's whole attack), the distribution of incomes, the position of the individual, dynamic conditions for capital and demand, foreign relations. It also sketches temporal types-Guild socialism, Christian socialism, syndicalism, etc. The third part treats of the alleged inevitability of socialism-by evolution through various forms, by concentration of capital and fortunes, by monopoly. Part IV on 'Socialism as a moral imperative,' covers all the ethical systems and arguments, and Part V, entitled 'Destructionism' covers all kinds of interferences with laisser faire, such as labour legislation, social insurance, trade unions, taxation."
"9780913966631";"https://www.jstor.org/stable/1827341?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";"On the central issue, Professor Mises shows a certain tendency to shift his ground. In this English edition of his book he has added a section of five pages (I37-42) on the 'artificial market,' to meet some of the recent criticism of his original position. In this, his argument is really based on political probability. The reviewer fully agrees that a socialistic government would not try intelligently to function in accord with economic principles in securing maximum satisfaction of the economic needs of the masses. It probably wouldn't try at all but, instead, would lead the masses on some romantic adventure, some 'crusade.' But such political prediction or prophecy is one thing, and reasoning in terms of economic principles is another."
"9780913966631";"https://www.jstor.org/stable/1802093?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";"'My book,' says the author, 'is a scientific inquiry, not a political polemic.'. His definition of socialism is 'a policy which aims at constructing a society in which the means of production are socialized.' The central theme is that socialism is impracticable, because 'in a socialist economy economic calculation would be impossible. Where there is no market (and elimination of the market, is the fundamental aim of socialism), there is no price system, and where there is no price system there can be no economic calculation." The author states that Russia would long ago have collapsed if not supported by finance from capitalist countries, and that socialism by inner necessity will lead to the gradual consumption of capital. Furthermore, under socialism there can be 'no freedom of choice in occupations' and no 'connection between the yield of labor and the income of the laborer'; hence productivity will be reduced. Under private ownership all of the above difficulties are resolved."
"9780913966631";"https://www.jstor.org/stable/1021166?seq=1#page_scan_tab_contents";"(Book Review) Socialism: An Economic and Sociological Analysis by Ludwig Von Mises";""
"9780865975699";"https://mises.org/library/theory-and-history-interpretation-social-and-economic-evolution";"Theory and History: An Interpretation of Social and Economic Evolution"
"9780865975699";"https://oll.libertyfund.org/titles/mises-theory-and-history-an-interpretation-of-social-and-economic-evolution-lf-ed";"Theory and History: An Interpretation of Social and Economic Evolution"
"9780865975699";"https://mises.org/library/theory-and-history-interpretation-social-and-economic-evolution-0";"(Audiobook) Theory and History: An Interpretation of Social and Economic Evolution"
"9780865975699";"https://www.youtube.com/view_play_list?p=E52EEC7BFA3115F0";"(Audiobook) Theory and History: An Interpretation of Social and Economic Evolution"
"9780865975699";"https://www.youtube.com/watch?v=JbLGvnSPoVA";"Theory and History by David Gordon (2003)"
"9780865975699";"https://www.youtube.com/watch?v=NiQJT7luASY";"Theory and History by David Gordon (2007)"
"9780865975699";"https://www.youtube.com/watch?v=2457dug86Nk";"Theory and History by David Gordon (2009)"
"9780865975699";"https://www.youtube.com/watch?v=zZYeRjF28A0";"Theory and History by David Gordon (2010)"
"9780865975699";"https://www.youtube.com/watch?v=4wtpSlUxANU";"Theory and History by David Gordon (2015)"
"9780865975699";"https://www.youtube.com/watch?v=NHa7leQbsHE";"Theory and History by David Gordon (2016)"
"9780865975699";"https://www.youtube.com/watch?v=aJV9cpbOCf8";"Theory and History by David Gordon (2017)"
"9780865975699";"https://youtu.be/NHa7leQbsHE";"Theory and History by David Gordon (2018)"
"9780865975699";"https://www.youtube.com/watch?v=4nKhOpmDA0g";"Mises Seminar - Why Historians have failed to recognize Mises’ “Theory and History”"
"9780865975699";"https://www.jstor.org/stable/2227673";"(Book Review) Theory and History by Ludwig von Mises";"This new volume by Professor von Mises has the same texture and tone as his earlier books on Human Action and Socialism. There are frequent crossreferences, and both the methods of argument and the conclusions are perfectly consistent. The defence of the liberal market economy and of economics and 'praxeology' as wertfrei intellectual studies with 'unique  epistemological character' will be familiar to all his readers. The defence, of course, is most frequently a scathing attack. Never can the market economy have been handled so stridently or the history of ideas so brusquely."
"9780865975699";"https://academic.oup.com/ajj/article-abstract/3/1/201/101898";"(Book Review) Theory and History by Ludwig von Mises"
"9780865975699";"https://academic.oup.com/ia/article-abstract/34/4/522/2699720";"(Book Review) Theory and History by Ludwig von Mises"
"9780865975699";"https://www.jstor.org/stable/2608014";"(Book Review) Theory and History by Ludwig von Mises"
"9780865975699";"https://www.jstor.org/stable/40098536";"(Book Review) Theory and History by Ludwig von Mises"
"9780865975699";"https://www.jstor.org/stable/41208398";"(Book Review) Theory and History by Ludwig von Mises"
"B01GBKTA1W";"https://archive.org/details/sc_0000326308_00000001704049";"Socialisme fasciste by Pierre Drieu La Rochelle"
"B01GBKTA1W";"https://www.youtube.com/watch?v=LiDrqjWFMBE";"Socialisme Fasciste, de Pierre Drieu la Rochelle"
"B01GBKTA1W";"https://www.youtube.com/watch?v=m6bSsaVL6gA";"Is Fascism Right Or Left?"
"B01GBKTA1W";"https://www.journals.uchicago.edu/doi/pdfplus/10.2307/2128005";"Fascism and Individualism: The Political Thought of Pierre Drieu La Rochelle";"In 1934, when his pessimism had become oppressive, he declared himself a fascist and published a major political work, Socialisme jasciste. As a Parisian collaborator during the Occupation, Drieu accepted the responsibility of serving as editor of the distinguished Nouvelle Revue Franfaise in December, 1940. Aware of the approaching defeat of the Axis, he closed down the NRF in 1943, while continuing to publish in the newspaper Revolution Nationale. In a state of uncontrollable despair and after two unsuccessful suicide attempts, Drieu succumbed to the third on March 15, 1945."
"B01GBKTA1W";"https://harvest.usask.ca/handle/10388/8338";"Perre Drieu la Rochelle: The Doctrine of 'fascisme francais'";"The role, and nature of the elite, as Drieu noted in Socialisme fasciste, was the essential element for political success. ##NEWP## The most important work that launched Drieubn his fascist adventure was Socialisme fasciste (1934), a work as important as Mesure de Za France and an elaboration of some if its ideas. Drieu stated that at this point, intellectual neutrality was impossible, given the events developing in Europe--the corporative experiment in Italy, the Hitlerian experiment in Germany, and the spark of 6 February in France. Drieu explained that his fascist socialism was a 'politics of fusion'Â· in a national and social unity. The goal was to introduce the organic life of the nation in a synthesis of nationalism and socialism and a spiritual discipline. ##NEWP## Drieu illustrated his doctrine of political fascism in a critique of Marxian myths. The first was the myth of the class struggle. Marx stated that history was governed by the conflict between one socioeconomic class and a superior socio-economic class, i.e. between the bourgeoisie and the nobility and between the proletariat and the bourgeoisie. Drieu regarded this principle is naive explaining that the majority of a class does not represent one political right against those of another smaller class. SocietyÂ·is governed and political sovereignty is held by elites. Even in a period of political and social revolution, one governing class is not replaced by another governing class. One elite is substituted .for another, animated by a new spirit and armed with a new technique. ##NEWP## 'To destroy statism one is forced to use the state, place everything in the state, so that the State becomes the Nation. It will profit from the instincts that it has encompassed. One can kill a part of life but not all life. Gradually, the totalitarian state dissolves, becoming supple and alive. ##NEWP## However, the political and economic methods of fascist socialism were only of secondary importance to the primary national spiritual revolution. Drieu hoped that France would follow the examples of Russia, Italy, and Germany in their experiments. Many'of Drieu's models were derived from the precedent of the Russian Revolution. ##NEWP## 'Finally we will destroy capitalism because the preceding struggle [World War I] has rendered us energetic and proud, because we are men whom the bourgeoisie cannot refuse to do what we want [introduce socialism], and because we are French patriots whom other Frenchmen cannot reproach with constructing, a socialist society that will better serve nationalism.'"
"9780940322660";"https://www.youtube.com/watch?v=PHCCmWha5Og";"(Audiobook) The Anatomy of Melancholy (Volume 1, Part 1) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=93LKizhxqYY";"(Audiobook) The Anatomy of Melancholy (Volume 1, Part 2) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=AV9yQjtQ03I";"(Audiobook) The Anatomy of Melancholy (Volume 1, Part 3) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=nQZFvh-AwR8";"(Audiobook) The Anatomy of Melancholy (Volume 1, Part 4) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=CFRrpGD_0P0";"(Audiobook) The Anatomy of Melancholy (Volume 2, Part 1) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=3p9mN9aELIk";"(Audiobook) The Anatomy of Melancholy (Volume 2, Part 2) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=GrrZGjH6QdE";"(Audiobook) The Anatomy of Melancholy (Volume 3, Part 1) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=tPhsy3yOXSE";"(Audiobook) The Anatomy of Melancholy (Volume 3, Part 2) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=IoyxDZ5ZmG4";"(Audiobook) The Anatomy of Melancholy (Volume 3, Part 3) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=757rqFaSDGo";"(Audiobook) The Anatomy of Melancholy (Volume 3, Part 4) by Robert Burton"
"9780940322660";"https://www.youtube.com/watch?v=fakUtPDJw70";"Robert Burton's The Anatomy of Melancholy"
"9780940322660";"https://www.youtube.com/watch?v=rFwOV13Jjiw";"The Anatomy of Melancholy (In Our Time)"
"9780940322660";"https://www.jstor.org/stable/2541896";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/2542222";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.sciencedirect.com/science/article/pii/S0160932705000025";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(75)91694-3/fulltext";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(75)92627-6/fulltext";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(75)92567-2/fulltext";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://archive.org/details/jstor-25107608";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.oxfordscholarlyeditions.com/view/10.1093/actrade/9780198124481.book.1/actrade-9780198124481-book-1";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/2708670";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/2671651;";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/2671814";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/3817825";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/10.3138/j.ctvcj2tpb";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.tandfonline.com/doi/abs/10.1080/00988157.1990.9977863";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/40244912";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://muse.jhu.edu/article/249787";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/2860078";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.jstor.org/stable/23047133";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://www.researchgate.net/publication/233560328_The_Anatomy_of_Melancholy_vol_VI_Commentary_on_the_Third_Partition_together_with_Biobibliographical_and_Topical_Indexes";"(Book Review) The Anatomy of Melancholy by Robert Burton"
"9780940322660";"https://link.springer.com/article/10.1007/BF02404182";"Computer applications for an edition of Robert Burton's The Anatomy of Melancholy: A system for scholarly publishing"
"9781987817638";"https://openlibrary.org/books/OL6604798M/On_growth_and_form.";"On growth and form by D'Arcy Wentworth Thompson"
"9781987817638";"https://archive.org/details/ongrowthform00thom";"On growth and form by D'Arcy Wentworth Thompson"
"9781987817638";"https://www.gutenberg.org/ebooks/55264";"On growth and form by D'Arcy Wentworth Thompson"
"9781987817638";"https://www.youtube.com/watch?v=REcxnIZcCCA";"Turning the pages of Thompson's "On Growth and Form"
"9781987817638";"https://www.ongrowthandform.org/";"On Growth and Form 100"
"9781987817638";"https://www.youtube.com/watch?v=zhEwQLxJf5k";"Treasures of the Library 5. D'Arcy Thompson, On growth and form"
"9781987817638";"https://www.youtube.com/watch?v=mR8J1ylYIIA";"Geometry of Growth and Form: Commentary on D'Arcy Thompson | John Milnor"
"9781987817638";"https://www.youtube.com/watch?v=frn0s3-Zjik";"L. Mahadevan - On Growth and Form: A Physical Basis for Morphogenesis"
"9782738103253";"http://www.olavodecarvalho.org/convidados/peyref3.htm";"Alain Peyrefitte: Prólogo e Introdução de A Sociedade de Confiança"
"9782738103253";"http://olavodecarvalho.org/convidados/peyref2.htm";"Alain Peyrefitte e a sociedade de confiança"
"9782738103253";"http://www.olavodecarvalho.org/textos/peyrefitte.htm";"Abaixo a malícia: só quem confia vence"
"9782738103253";"http://www.olavodecarvalho.org/convidados/0190.htm";"Discutindo o capitalismo";"As interpretações correntes do termo capitalismo são tão abundantes quanto insatisfatórias, não obstante a sua definição ser quase banal. Como tive alguns dias para descansar, decidi reler o clássico de Max Weber “A Ética Protestante e o Espírito do Capitalismo” (Ed. Pioneira, 2001) e aproveitei para reler a resenha desse livro feita por Alain Peyrefitte em “A Sociedade da Confiança” (Ed. Topbooks, 1999). Não satisfeito, procurei na Internet a referências e citações sobre o assunto e aparecerem centenas delas. Lamentavelmente, à exceção do artigo do professor Meira Penna publicado no Estadão sobre a citada obra de Peyrefitte e uma introdução a essa obra feita pelo filósofo Olavo de Carvalho, todo o resto se resume a um duelo laudatório entre os seguidores de Weber e os seguidores de Marx.##NEWP##Esse três autores são as referências para a compreensão dessa forma de organização social. Peyrefitte, como veremos abaixo, é muito superior aos outros dois, mas lamentavelmente é pouco divulgado no Brasil.";
"9782738103253";"http://www.olavodecarvalho.org/semana/futlib.htm";"O futuro da liberdade";"Se essa sociedade pôde evitar os conflitos que viriam a marcar a História da França, foi graças a três fatores. Primeiro, a religião, uma religião tanto mais arraigada na alma do povo quanto mais livre da contaminação estatal, pois fora justamente para proteger seu culto religioso de toda interferência governamental que os pioneiros tinham vindo para o Novo Mundo. Essa religião, popular e extra-oficial, mas ao mesmo tempo conservadora e apegada às tradições, dava aos americanos sua unidade moral, mais funda e decisiva que qualquer unidade política. Em segundo lugar, a economia. Sua base, religiosa até à medula, era a "sociedade de confiança" de que fala Alain Peyrefitte, ou a "ethics of loyalty" enaltecida por Josiah Royce: a liberdade de comprar e vender, fundada na comum expectativa da lealdade espontânea de todos para com todos."
"9782738103253";"http://www.olavodecarvalho.org/textos/enfeza.htm";"Gramscianos enfezadinhos, uni-vos";"Vocês já repararam, por exemplo, que quando algum direitista ilustre como Roberto Campos ou Miguel Reale é entrevistado na TV ele é sempre submetido a um interrogatório agressivo que procura comprometer sua imagem? Já notaram que, inversamente, quando o entrevistado é um figurão esquerdista, como Paulo Freire, José Saramago ou Oscar Niemeyer, as perguntas são sempre de natureza a mostrar que são criaturas lindas-maravilhosas? Por que só põem esquerdistas para entrevistar direitistas, enquanto os esquerdistas têm o privilégio de ser sempre entrevistados por seus simpatizantes? Acham que isso é coincidência? Não é não. É um sistema, é uniforme e é mundial. Leiam este parágrafo de Alain Peyrefitte (ex-ministro do Interior do governo gaullista), escrito quando estava no poder o socialista Mitterand:##NEWP##O domínio da esquerda sobre os jornalistas, reforçado pela tutela política da televisão, induziu àquilo que um socialista lúcido, Thyerry Pfister – jornalista que foi conselheiro técnico do Primeiro-ministro Pierre Mauroy – chama ostensivamente de 'lógica manipuladora'. Esta exprime-se mediante a proximidade, habilmente mantida, entre a esfera do poder e os 'formadores de opinião', através de um 'jornalismo de conivência'.##NEWP##Já se viu uma conivência mais acentuada do que, por exemplo, no dia em que o presidente da República se fez interrogar na televisão pelas esposas de dois de seus ministros? Alguém será capaz de imaginar o general de Gaulle, Georges Pompidou ou Valéry Giscard d’Estaing fazendo-se interrogar assim 'em família'? Que reações essa prática não teria suscitado!##NEWP##Alain Peyrefitte, La France en Désarroi, em De la France, Paris, Omnibus, 1996, p. 1034.##NEWP##Esse gênero de manipulação tem nome: é a revolução cultural gramsciana."
"9782738103253";"http://www.olavodecarvalho.org/semana/081114dc.html";"Uma lição de Hegel";"A base última da sociedade humana, ensinavam S. Paulo Apóstolo e Sto. Agostinho, é o amor ao próximo. Tingida ou não de ódio ao estranho (que é por assim dizer a sua contrapartida demoníaca, reflexo da imperfeição inerente do amor humano e não um fator substantivo independente como pretendia Emmanuel Levinas), a comunidade do espírito, devoção comum a um sentido de vida aberto para a transcendência, reflui sobre cada um dos seus membros, aureolando-o de uma espécie de sacralidade aos olhos dos demais, seja nomeando-o um membro do corpo de Cristo ou da umma islâmica, um civis romanus, um descendente de Moisés, um herdeiro da tradição nhambiquara ou um simples “cidadão” da democracia moderna, partícipe na comunidade dos direitos invioláveis adquiridos, em última análise, de instituições religiosas milenares. Não é concebível nenhuma “fraternidade” sem uma “paternidade” comum. Mesmo na esfera mais imediata da vida econômica, nenhum comércio frutífero é possível sem a “sociedade de confiança” da qual falava Alain Peyrefitte, fundada na crença de que os valores sagrados de um não serão violados pelo outro."
"9782738103253";"http://www.olavodecarvalho.org/semana/leader_ago_2003.htm";"Cultura e desenvolvimento econômico";"Na década de 70, o cientista político e ex-ministro francês da Justiça, Alain Peyrefitte, defendeu com profusão de provas e documentos a tese de que o protestantismo não fomentara o desenvolvimento capitalista em razão do seu conteúdo moral, como supusera Weber, mas sim pela forma da organização das suas igrejas. Desprovidos de uma autoridade central como a do Papado, os grupos religiosos independentes encontraram na convivência igualitária, no livre comércio e na fidelidade aos mandamentos evangélicos, interpretados segundo a consciência de cada qual, os princípios de uma nova ordem social e econômica que floresceu no capitalismo moderno. Nos países católicos, inversa e complementarmente, a causa da paralisia econômica não foi a moral da Igreja, mas a centralização burocrática. O Papado, assustado com a rebelião protestante, atormentado de suspeitas contra tudo e contra todos, e ao mesmo tempo fortalecido pela súbita ascensão das monarquias católicas que as navegações haviam enriquecido, fechou-se numa hierarquia rígida e numa reivindicação de poder absoluto, eliminando o que restava do pluralismo medieval e sufocando a iniciativa de auto-organização da sociedade. Seu exemplo não demorou a ser seguido pelas monarquias sob a sua influência, especialmente Portugal e Espanha. O sonho de Sto. Tomás, de uma sociedade cristã de homens livres, unidos tão-somente como membros do corpo místico de Cristo, acabou-se realizando entre os 'infiéis' protestantes.##NEWP##Max Weber, em suma, ouvira o galo cantar sem saber onde. Três elementos foram decisivos para o bom resultado econômico do capitalismo: (a) a liberdade de auto-organização; (b) a homogeneidade moral, resultado da fidelidade geral ao Evangelho (tanto mais estrita porque, não havendo autoridade formal superior, a Bíblia se tornava, diretamente, o critério comum para a arbitragem de todas as disputas); (c) o ambiente de confiança, honradez e seriedade criado pelos dois fatores anteriores. Em contrapartida, o autoritarismo papal e monárquico criou sociedades anêmicas, desfibradas, intimidadas e corrompidas pela subserviência à burocracia onipotente."
"9782738103253";"http://www.olavodecarvalho.org/semana/110921dc.html";"Até que enfim";"Decorridos sete anos, o Dicionário Crítico do Pensamento da Direita, pago com dinheiro do governo à fina flor da esquerda falante – 104 intelectuais que prometiam esgotar o assunto –, ainda exibia despudoradamente a total ignorância universitária de um autor que, àquela altura, já era tido no seu país e nos EUA como um dos mais vigorosos homens de idéias no campo conservador (v. http://www.olavodecarvalho.org/textos/naosabendo.htm). Só se pode alegar como atenuante o fato de que não haviam excluído Roger Scruton por birra pessoal. Ao contrário, eram rigorosamente democráticos na distribuição da sua ignorância: desconheciam, por igual, Ludwig von Mises, Friedrich von Hayek, Murray Rothbard, Russel Kirk, Thomas Sowell, Bertrand de Jouvenel, Alain Peyrefitte e praticamente todos os demais autores sem os quais não existiria nenhum “pensamento da direita” para ser dicionarizado. Uma breve consulta ao popular Dictionary of American Conservatism, publicado três anos antes, teria bastado para dar àqueles cavalheiros a informação mínima que lhes faltava sobre o assunto em que pontificavam, mas provavelmente as verbas federais com que encheram os bolsos não bastaram para comprar um exemplar."
"9782738103253";"http://www.olavodecarvalho.org/semana/030614globo.htm";"O Dalai-Lama adere";"Quem quer que tenha lido Karl Marx e os teóricos do liberal-capitalismo sabe que, nestes últimos, as preocupações morais vêm em primeiro lugar, enquanto naquele estão ausentes por completo. De John Locke a Bertrand de Jouvenel, de Adam Smith a Alain Peyrefitte, de Aléxis de Tocqueville a Russel Kirk, a justificação do capitalismo é de ordem essencialmente moral. Já Marx não esconde seu desprezo por leis morais de qualquer espécie, às quais nega toda substancialidade, fazendo delas meras superestruturas da economia, isto é, discursos de legitimação do interesse de classe, seja escravista, feudal, burguês ou proletário. Só o que Marx alega contra o capitalismo é que, a partir de um certo ponto, ele freia o desenvolvimento dos meios de produção que ele próprio criou, isto é, se torna improdutivo. Não é um argumento moral, é econômico, histórico e técnico. Ademais, é falso: o que freia o desenvolvimento das forças produtivas é a burocracia estatal socialista (que o digam nossos 41% de impostos)."
"9782738103253";"http://www.olavodecarvalho.org/textos/110406debate.html";"A vida no interior dos EUA é a melhor prova de que a solidariedade comunitária tem nada a ver com coletivismo estatal e é mesmo o contrário dele. Quanto mais intervenção “holista” aparece, mais os laços naturais se desfazem, mais as pessoas se afastam umas das outras, mais a “sociedade de confiança” de que falava Alain Peyrefitte [13] se deixa substituir pela sociedade da suspeita, da hostilidade mútua, do ódio e do exclusivismo grupal. É o caminho que leva, em última instância, ao Estado Policial. O prof. Duguin sabe perfeitamente disso, tanto que sua defesa do “holismo” contra o “individualismo” culmina na apologia aberta e franca do regime ditatorial como modelo para o mundo inteiro."
